"alpha_coeff","Root_eff_a_scaled","Reff_tip_a_scaled","Mycelia_Vol_MST","Geff_MST","des_length_robustness","asc_width_robustness","des_width_robustness","random_robustness","spatial_robustness"
-0.508297538532168,-0.136767612721118,0.378243045230572,-0.166229401072117,0.452686027910873,-1.17725950025606,-0.582056658884089,-1.44849885178102,-0.313605076983037,0.711818849081759
-0.0563108822913624,0.00589246031643194,0.555333754476044,0.0854909870449996,0.926473923885597,-1.00842771145965,-0.64751591839385,-1.44849885178102,-0.135091417777308,0.297058259853017
0.341536493728623,-0.0252417533951345,0.625908867740712,1.17050838161823,1.44459649160529,-0.501932345070412,-0.254760361335285,0.0794133142423804,0.257638632475294,0.711818849081759
0.00361017613744175,0.0294850695305,0.632059409331461,0.681380785877157,1.41739974284383,-0.333100556274001,-0.385678880354807,-1.09590373654485,-0.0279832222538712,0.711818849081759
0.0230192346663631,-0.42957631637293,-0.681105251525247,-0.452276841868823,0.0413490688334874,1.01755375409729,-0.909352956432893,1.01966695487217,0.507557755363314,-0.117702329375724
-0.0158489565921567,-0.524240636672083,-0.85405631673546,-0.136331844536717,-0.234758065830873,1.35521733169011,-0.843893696923132,1.01966695487217,0.329044096157586,-0.532462918604466
0.0684028981694988,-0.673546205216912,-1.0929520928475,-0.338252368664823,-0.656449086732369,0.848721965300878,-1.17118999447194,-0.390713506072512,0.00771950958727485,-0.117702329375724
0.0247435892845824,-0.130159979553311,0.0491968355965932,0.17443599872722,0.780689307419374,-0.333100556274001,1.83993594297706,-1.09590373654485,-0.0279832222538712,0.91919914369613
0.288131730726092,0.243866070082809,1.1114640887625,0.525495571780274,1.06968050244816,-1.17725950025606,-0.451138139864568,-1.09590373654485,0.00771950958727485,0.91919914369613
0.480769656803329,-0.234818147869338,0.0429964765506794,0.724991370746955,1.96535875363611,-0.333100556274001,-0.385678880354807,0.43200842947855,0.436152291681023,1.33395973292487
-0.663726630054071,-0.331619415548771,-0.116811836920776,-0.869173136700588,0.285509433598841,-0.670764133866823,-0.712975177903611,-1.09590373654485,-0.634929663553348,0.504438554467388
-0.771648222492056,-0.197403078884427,0.306993671167958,-0.919548225186856,1.06713816391197,-0.501932345070412,-0.516597399374328,-1.09590373654485,-0.813443322759077,-0.325082623990095
-0.216640197370651,-0.133919748737689,0.373454601410884,-0.434122477964088,1.52790502984901,-0.164268767477589,-0.320219620845046,-1.09590373654485,-0.170794149618454,0.504438554467388
-2.51621205362735,0.814256498184401,1.77934815474675,-2.43748595179953,-1.1320198339392,-2.02141844423811,-0.451138139864568,-1.44849885178102,-2.45576898745178,-2.19150527551943
-2.60119134242644,0.526006080272545,1.43742236794274,-2.33395000012962,-0.953326957439299,-1.8525866554417,1.64355816444778,-1.44849885178102,-2.95560723322782,-2.60626586474818
-2.58424561996141,0.0115559824350915,0.846388173083988,-2.23208743250096,-1.02460187389458,-2.19025023303452,-0.516597399374328,-0.860840326387405,-3.0984181605924,-3.02102645397692
0.428602620074523,-0.690899084300857,-1.14473440668358,-0.575730072832082,-1.205573611769,1.35521733169011,-1.17118999447194,-0.508245211151235,0.221935900634149,-0.117702329375724
0.359251452817013,-0.494306017070018,-0.835831148334679,-0.295743926831569,0.0128622000791967,1.35521733169011,-0.974812215942654,0.43200842947855,0.507557755363314,-0.325082623990095
-0.000471402828676773,-0.406246445031427,-0.612123965699476,-0.3837974834027,-0.512068690727024,1.69288090928293,-0.843893696923132,0.43200842947855,0.364746827998732,-0.325082623990095
-0.142409325245837,-0.590002879195628,-0.957545167997717,-0.666312857237557,-1.12193557705569,0.848721965300878,-1.17118999447194,0.667071839635996,0.0791249732695657,-0.325082623990095
0.0803936067121134,-0.722640620436365,-1.18210553377792,-0.0209873082840766,-1.10370973577337,1.01755375409729,-1.17118999447194,0.0794133142423804,0.00771950958727485,0.0896779652386465
-0.0265584877818612,-0.542387790127463,-0.892368093199408,-0.37980072202572,-0.586497370048822,0.848721965300878,-1.04027147545241,0.784603544714719,-0.0636859540950167,-0.325082623990095
0.561342258729487,-0.0445561553579076,0.515950833647006,0.490740227209631,1.3438674149469,-0.501932345070412,1.97085446199658,-1.44849885178102,0.400449559839877,0.91919914369613
-0.0110191887816932,-0.131858760553437,0.350016081650036,0.175778055401006,0.188763865373429,-0.333100556274001,-0.516597399374328,-1.09590373654485,0.00771950958727485,0.91919914369613
0.126408267983198,-0.146538160589295,0.0974521986830893,0.107958886549108,1.35168580206245,-0.501932345070412,1.83993594297706,0.43200842947855,0.150530436951857,0.91919914369613
2.17008451318746,-0.657857591372953,-1.11099171593437,1.93106672220338,1.18649032420491,0.00456302131882191,0.661669271801366,0.784603544714719,0.935990537457063,1.54134002753924
1.8453717266201,-0.64551163965059,-1.08791140838376,1.28928596371791,0.345182953041045,0.173394810115233,0.20345445523304,0.549540134557273,-0.0636859540950167,-0.117702329375724
0.542155914597625,-0.672154359867944,-1.10001573839839,1.02009212375555,0.308437136510589,-0.164268767477589,0.923506309840409,0.549540134557273,0.114827705110712,0.297058259853017
0.849189368494484,5.03110587951197,3.05394132864591,0.0859454368424241,-0.575508462736808,1.86171269807935,1.97085446199658,1.7248571853445,2.11418068821487,0.91919914369613
0.337087418209153,0.368034940696067,0.0847701364035085,0.426374026606312,-1.21196308319445,-0.501932345070412,0.596210012291605,0.549540134557273,-0.2064968814596,-0.947223507833208
0.104913075589468,1.25071691343774,0.987246801710323,0.172263248421371,-1.33913112425563,0.511058387708056,1.83993594297706,0.902135249793443,0.721774146410189,0.0896779652386465
0.0943193653231804,0.935073627018822,0.708489114600168,0.343812509531732,-1.00739546379282,-0.333100556274001,0.530750752781844,0.902135249793443,0.150530436951857,-0.739843213218837
-0.261271257280038,1.27247021520772,1.2356404687657,-0.0248378524436237,-1.18640374578827,0.173394810115233,0.727128531311126,1.25473036502961,0.150530436951857,-0.739843213218837
2.0285313737072,-0.519773446614324,-0.939049306129435,2.36076853990743,0.254055217509941,0.00456302131882191,-0.0583825828060029,1.01966695487217,1.18590966034508,0.91919914369613
0.228013149308949,-0.483071283472404,-0.861554767867912,0.862663806899427,-0.141909231076817,0.00456302131882191,0.0070766767037579,0.902135249793443,0.79317961009248,-0.325082623990095
-0.513452604859897,-0.458528385814228,-0.821973648055628,-0.351759397141236,-1.16168427043653,0.848721965300878,0.399832233762323,0.784603544714719,0.686071414569043,-0.117702329375724
-0.0965741807442212,-0.464838222267539,-0.881186011655361,0.389374657782568,-0.815195175179464,0.679890176504467,-0.0583825828060029,1.37226207010834,0.828882341933626,0.0896779652386465
