"Hyphal_number","Hyphal_angle","Hyphal_density","alpha_coeff","Root_eff_l_scaled","Reff_tip_l_scaled","Mycelia_length_MST","Geff_MST","des_length_robustness","asc_width_robustness","des_width_robustness","random_robustness","spatial_robustness"
0.80914960205785,1.28504830281827,0.870186409708732,-0.021293158253194,-0.570591711403374,-0.555369892987482,0.132972403679136,0.72722111738681,-0.700103903451851,-1.08082609708761,1.19823148862793,-0.26040517563724,0.663363583114878
0.426492587183179,0.711178460504182,0.532694418523096,0.351576737692049,-0.564914690039556,-0.517017630792189,0.230614072987111,0.528496909535376,-0.695948124924485,-0.88051224220655,0.940779072361387,-0.304344280962443,0.127890407451963
0.49099524201724,-0.937362276700307,0.455621303174963,0.251000865347311,-0.565451850871972,-0.516177293215112,0.799514964208284,1.29139525138043,-0.0205547070935532,-1.09514300346812,1.32185270815108,-0.16842866440373,0.179317958211341
1.65148657190739,0.304701292203109,1.62329233070405,0.773096824263147,-0.535111203476423,-0.550464283863747,1.02629148249441,1.08127568892799,-0.414385741421072,-1.06326445153235,1.21280026147563,0.15908875928232,0.223591762256792
-0.534137892717897,-0.412482908701911,-0.584584522576207,0.480848943939356,-0.140273420529223,-0.194850099502985,0.576357843144023,-0.432106441926422,0.034905037956891,-0.516863091409166,-0.0256628376013729,0.34231669046835,-0.29529250384111
-0.594513490556824,-1.06350180663127,-0.641106594767738,0.384366300550099,-0.251108836328309,-0.291442867948647,0.968072293919627,-0.341870704353761,0.237119316640634,0.0718894026536551,-0.547001463816133,0.358735176329549,0.351632205326309
-0.398779697562885,-0.355088599029853,-0.57228760970243,1.130941580339,-0.224071171438905,-0.287364901483753,1.39169772243085,0.283857091608879,0.242681690682415,0.0885941934287639,0.97738895147681,0.535375508021986,1.06288762293356
1.2994810702213,0.578904219776137,1.30731369278857,0.310574022816308,-0.56908892597296,-0.578379591507565,0.472088431129182,1.03387755539035,-0.25756242514111,-1.0213542270317,1.01588863347975,-0.0892142743030556,0.133445813737983
1.9684352748483,1.61891176148463,2.45915926511302,0.225210606166393,-0.572230074895779,-0.618603756369868,0.408943424029147,0.768547546717498,-0.387735814529381,-0.909536940992874,0.936413305695867,-0.0412446938067729,0.723748046264081
2.45556711455484,0.582717327098723,2.25790229247377,0.795087912215967,-0.577009703118705,-0.563106657793385,0.854058470445047,1.14457168676055,-0.295631971860842,-0.966523056423679,0.997968811511866,0.0591483093502238,0.548989707145101
1.5030516343633,0.70904910734286,0.837798047045158,0.567912773155182,-0.571038051873558,-0.547669828535026,0.406242575550778,2.09899777095831,-0.12248824791996,-0.0984920548795828,1.14013019712409,0.0343594709249128,1.33419928426914
0.970429424856457,-0.29475288475748,0.606692508709847,-0.0253275477255899,-0.556944148176691,-0.508330500723819,-0.0755268622269649,0.790893966301526,-0.374952246202443,-0.0515997107930197,-0.00647407570704636,-0.305012639284378,1.33419928426914
0.775252088985458,-0.219271328892897,0.663427674925873,-0.0819490516494433,-0.547364789024649,-0.497362171238945,-0.118806885194687,1.98267816642501,-0.105800142119662,0.143618802694064,0.244122369172313,-0.30568358381126,0.384130672204939
-0.758158256127924,-1.42295865565418,-0.528849186431044,-2.75180717709308,-0.498879782470803,-0.324512545005909,-2.23430272708229,-1.14515766416873,-1.84158452072644,-0.627047604405729,-1.72354586146356,-2.02835930903425,-0.67063265401253
-0.797110254733683,-1.41158879698843,-0.577879202679188,-3.02324010206208,-0.523192699869901,-0.379160654379313,-2.36356778474531,-1.02613020487703,-1.93897440542368,-0.68338239060323,-2.07808465817185,-2.49072167910968,-2.41740062921756
-0.649185402885622,-1.10507589256388,-0.484641230659036,-2.82708386501403,-0.545277035463849,-0.443096770898372,-2.42222985525875,-1.35765424975987,-2.14533822695483,-0.681568660327112,-2.01846162830634,-2.58560477871295,0.723748046264081
-0.716145743345998,-0.918899688055202,-0.67854508484659,0.319896851820187,0.00620942110377476,0.205953642858651,0.886620380698476,-0.478686103070954,-0.230933527111006,0.446274710360363,-0.388507075308471,0.356540269950565,-1.11453617009799
-0.728341428623753,-0.972837529677641,-0.695264766248193,0.275113477771452,-0.0752484103555486,-0.0655250462546878,0.564219428163686,-0.435705937546963,-0.12337077945528,0.65226688667114,-0.088933738483696,0.12443434722932,-2.58203882504976
-0.758668341823951,-0.510549671464075,-0.68622151752216,0.109834591998418,0.00784294962117372,0.260229881594065,0.525561255109973,-0.577869066881844,0.233771190621111,0.604128393134499,-1.03622060110585,0.0723250065627394,-1.2698139540857
-0.681181687454638,-1.18239656421134,-0.661068294628509,-0.291630801610385,-0.241215886566773,-0.178599335282135,0.0462238398245647,-1.15382580855774,-0.627850765028017,-0.552409874036234,0.668175548103579,-0.130050348264136,-1.32739930774003
1.10541664859618,1.26419751540965,1.53837957420415,1.20685987870659,-0.552019749538434,-0.491754111104654,0.949062740522936,1.1860346078573,0.0920708485700452,-0.925431700521426,1.02480206187698,0.111417123628826,0.198120766168592
0.980167424507897,0.492220020533983,1.16182393320027,0.506939737188942,-0.555344095989946,-0.519554969151946,0.475952253020343,1.14529044513493,-0.460634007027621,-0.623821404985907,0.650304060443683,0.0265237732560272,-0.262506203827739
0.944229568651393,0.170389542233896,1.05438350154324,0.231073774279624,-0.550629626573231,-0.50963558705489,0.343419635252402,0.928330528083131,-0.249697738845709,-0.0429245009612365,0.779514825417612,-0.0403965315689634,0.987239769342688
-0.834068281982242,0.23702685868102,-0.771538825840645,0.304481482881863,0.990598457882985,0.946668592627304,0.442656497106787,-0.726815915160081,-0.217247340216397,1.61024138806856,-0.646555069100709,0.558251786982564,-0.152876763297896
-0.888601080030305,1.09971338824376,-0.771735105708954,-0.57682155023225,0.931808951258421,0.488942238747883,-0.939989042154026,-1.2509932889459,0.816405714895775,0.851097060250017,-0.907585048086568,0.419663153149442,-0.49029760260959
-0.884891365877375,1.88325445084601,-0.771752533534419,0.516648765605802,0.961762634242001,0.0913897149266626,-0.218592085255911,-0.83872586111219,1.84161918433463,1.87374933593371,-1.35836930681428,1.20021685310484,0.254776868632248
-0.911044850655528,0.685121032990191,-0.771744404770341,-1.11849299650938,2.53957418661952,2.67954435395233,-1.91441443921325,-1.06166816308049,2.0706435051363,1.73484376363839,-0.445225900748171,1.99669500720801,0.795607412685289
-0.903208079507465,0.200071006694359,-0.771737518725609,0.0764944847062726,1.72725705298746,1.17326860545978,-0.59262175418025,-1.0555753681552,1.34609764712834,1.70684313623763,-1.15784834731587,2.04973754798443,1.0540517284638
-0.910905736374793,1.68731637628251,-0.771703129570638,-0.270205422292472,3.93323703201101,4.32596531835518,-1.17424991440869,-1.12686484162306,2.16252058064474,2.99039488632632,-1.27598787797774,1.95879075428043,1.33419928426914
-0.412552011355635,0.577246420162498,-0.771000223462962,0.6592719003314,-0.467372304241398,-0.428194006262805,0.560235958925591,0.243267948906237,0.40290021279999,-0.0718003416639189,0.0665454803992823,-0.24999531687773,-0.53614530902978
-0.652756002757816,-2.02672075758557,-0.771538724906492,-0.195782833429126,-0.472442661775413,-0.431556841562952,-0.639701069633191,-0.767909726394528,0.721954757934541,-0.53439853373917,0.0339339304477477,-0.353107886712579,0.300679513133313
0.00191580238040566,0.556385806342068,-0.770982759295493,0.736161556256701,-0.504797185986993,-0.47252001658639,0.943576030092141,0.202237785617002,-0.812566868832731,0.31302701378576,-0.810108652582594,-0.623891287089204,-1.25647403997519
-0.837917110415906,-1.16339541746564,-0.771368082704894,0.421330610816041,0.625470235749584,0.61907923855175,-0.648770677895798,-0.233149394918043,1.70539506167152,0.322849434802442,0.813454066798383,0.75075070591186,0.925214747468163
-0.746889999388401,-0.808924500802737,-0.771536928439326,-0.135348924731612,-0.314674606235613,-0.207496399498546,0.0305834793197965,-0.934253422493859,-0.477194158688675,-0.681652772887607,0.00139768032517454,-0.822883016525125,0.0454688929251278
-0.783013340952551,0.16235438953455,-0.771588705093877,0.684259751754548,-0.177468299257925,-0.113295828068479,0.307807915194826,-0.492011903964661,0.592470913957806,-0.301265748029102,0.490868689701094,-0.315026777522898,-1.31108941375278
