name,channel,section,frame,EndNodes_1,EndNodes_2,node_Idx_1,node_Idx_2,Name,Type,Weight,Original,Original_cv,Intensity,Intensity_cv,Gradient,Gradient_cv,Width_initial,Width_initial_cv,Width_intact,Length,Number,Midpoint,Tortuosity,Distance,Width,Width_cv,Area,Volume,Resistance_2,Resistance_4,Resistance_2ave,Resistance_4ave,Or_ij,Or_ji,Region,Route_factor,Accessibility,Accessibility_ratio,Betweenness,cord_Rank,cord_Disconnected,cord_meanDisconnect,spatial_Disconnected,spatial_meanDisconnect,Ai,Aj
DF56(6)_t09,1,1,1,326,436,12049038,13614499,2077,E,11.47329807,0.978925288,0.062653176,1,0,219.1374054,0.05918229,5.597989082,0.001329547,1,141.1837769,131,12831781,1.085996985,3864.583984,5.597989082,0.001329547,24.61240196,3474.871826,11.47329807,0.366146237,45.89028931,5.857559681,11.30993247,169.5400909,3884.576852,1.120231748,0.001636824,6.32564497,106382,3,3,4,10,11,0,0
DF56(6)_t09,1,1,1,327,340,12082774,12251393,2078,E,3.294437647,0.906249881,0.092204221,0.99914217,0.004856859,157.5,0.101574503,5.339386463,0.04954195,1,36.79898834,32,12179125,1.081855416,3896.494385,5.339386463,0.04954195,22.39095497,823.9644775,3.294437647,0.116909578,13.14780521,1.844720364,61.92751306,-110.5560452,840.734546,1.241063356,0.002230706,8.691932678,52690,20,1,2,1,2,0,0
DF56(6)_t09,1,1,1,328,457,12085393,13976015,2079,E,14.09402847,1,0,1,0,216.6961975,0.038443316,5.600001812,3.41681E-07,1,173.568573,158,13024684,1.088359356,3929.259033,5.600001812,3.41681E-07,24.63010216,4275.011719,14.09402847,0.449426711,56.37607956,7.190821648,10.88552705,-170.6553281,5223.535961,1.090590239,0.001797479,7.062759399,352929,12,2,3,10,11,0,0
DF56(6)_t09,1,1,1,329,403,12118998,13202770,2080,E,7.712952614,0.996035397,0.01957617,1,0,201.9670258,0.09849222,5.599546432,0.000512932,1,94.9705658,91,12660886,1.051084161,3835.171631,5.599546432,0.000512932,24.62609673,2338.754395,7.712952614,0.245987147,30.85200691,3.935842752,-2.54480438,172.4053566,3215.174914,1.237801313,0.002280819,8.747331619,380038,13,1,2,1,2,0,0
DF56(6)_t09,1,1,1,330,352,12167926,12468971,2081,E,19.11346626,0.40904972,0.132085875,0.370286584,0.03172569,54.11538315,0.030173235,1.928008914,0.013920899,1,27.89949226,26,12312430,1.094308138,3722.090088,1.928008914,0.013920899,2.919496536,81.45246887,19.11346626,5.145252705,76.45014954,82.26596832,0,158.962489,232.9854392,1.320213795,0.001985899,7.391694546,31638,11,3,4,4,5,0,0
DF56(6)_t09,1,1,1,331,345,12168044,12372724,2082,E,5.750544071,0.68268913,0.242813721,0.824089587,0.05707068,116.7142868,0.05570402,4.278117657,0.041045412,1,41.04163361,35,12264363,1.079669118,3719.121094,4.278117657,0.041045412,14.37458515,589.9564819,5.750544071,0.318587929,22.84122086,4.99199152,-64.79887635,117.897271,714.4622333,1.331442237,0.002079104,7.732439995,73710,7,3,4,4,5,0,0
DF56(6)_t09,1,1,1,332,401,12171905,13135166,2083,E,11.1775322,1,0,1,0,220.222229,0.062191047,5.599999905,0,1,137.6517944,108,12810085,1.08146131,5152.639648,5.599999905,0,24.63008499,3390.375488,11.1775322,0.356426358,44.7101326,5.702822685,-40.95551443,116.9958384,4435.683659,1.084749699,0.002066085,10.64579105,47430,20,2,3,1,2,0,0
DF56(6)_t09,1,1,1,333,349,12181454,12446381,2084,E,4.162499428,0.587723732,0.249914587,0.818073452,0.180932209,116.0434799,0.177795529,3.840750694,0.123710409,1,23.24263954,23,12313917,1.046795845,3889.293213,3.840750694,0.123710409,11.58569527,269.282135,4.162499428,0.310766786,16.04919815,4.351922035,5.194428908,-169.6951535,312.4726613,1.129645586,0.001592201,6.1925354,15177,14,3,4,2,3,0,0
DF56(6)_t09,1,1,1,334,488,12183233,14459115,123,E,47.52566147,0.632392168,0.197296843,0.72974515,0.155968666,103.7549973,0.15124625,3.581982374,0.131528914,1,226.3381348,200,13375382,1.148214698,4661.86084,3.581982374,0.131528914,10.07712841,2280.838379,47.52566147,4.230262756,179.6846313,56.01753998,-5.194428908,152.425436,4187.037073,1.117103219,0.002025942,9.444658279,5278,3,2,3,5,6,0,0
DF56(6)_t09,1,1,1,335,341,12254678,12194460,126,E,117.0744934,0.308021426,0.31130299,0.19108735,0.708429217,29.27272797,0.63710779,1.051123023,0.702583015,1,11.2426405,11,12254673,1.191717505,4285.833984,1.051122904,0.702583134,0.867754519,9.755851746,117.0744934,1295.59668,103.6481171,375.2445984,30.96375653,-90,39.19598834,1.125704408,0.001409643,6.04149437,5278,15,2,3,7,8,0,0
DF56(6)_t09,1,1,1,335,370,12194460,12784501,2085,E,28.86050415,0.505344093,0.20340015,0.491349459,0.28065452,70.78431702,0.268945664,2.513648748,0.269187421,1,56.62741852,51,12483451,1.091818929,4259.525879,2.445939779,0.260331362,4.698739529,266.0774841,28.86050415,9.373944283,96.41294861,64.46200562,-35.31121344,180,650.8862539,1.12442553,0.001571259,6.692820549,15828,18,2,3,7,8,0,0
DF56(6)_t09,1,1,1,336,391,12226661,13045725,124,E,49.5943222,0.485542774,0.215200603,0.683797896,0.150762439,97.35406494,0.14606902,3.609094858,0.152843565,1,236.9949951,209,12660277,1.082993507,4048.967773,3.609094858,0.152843565,10.23025608,2424.519531,49.5943222,4.402006626,185.3286896,56.91229248,70.906508,-107.102729,4900.145341,1.310663939,0.001912802,7.744874477,5278,20,1,2,1,2,0,0
DF56(6)_t09,1,1,1,337,367,12229997,12723725,125,E,15.45819855,0.537068188,0.262463838,0.553781569,0.223784611,79.40476227,0.215112463,2.81731987,0.259436727,1,43.48527908,42,12470842,1.049438834,4006.739502,2.652116537,0.159143403,5.524272442,240.2245331,15.45819855,2.420567274,62.97340393,35.81227875,14.03624347,-176.8201699,610.7330038,1.094498634,0.00170646,6.837341309,5278,17,2,3,1,2,0,0
DF56(6)_t09,1,1,1,338,367,12242085,12723725,2086,E,14.08869743,0.613725543,0.239080399,0.697128892,0.173907265,99.2142868,0.168610215,3.579999924,0.165977895,1,65.35533905,56,12567205,1.155330062,4011.742676,3.579999924,0.165977895,10.0659771,657.8653564,14.08869743,1.295242071,51.9415741,16.21097374,-27.40757544,116.5650512,1036.921463,1.094907522,0.001708456,6.853887081,26370,16,2,3,1,2,0,0
DF56(6)_t09,1,1,1,339,364,12242879,12700448,2087,E,4.444471359,0.869607866,0.204481214,0.991800368,0.01810577,157.5227203,0.090116911,5.471229553,0.035752878,1,52.11270142,44,12435532,1.11792767,4390.39502,5.471229553,0.035752878,23.51038551,1225.189697,4.444471359,0.149671376,17.73265648,2.369539499,-49.89909245,160.0168935,1333.974449,1.177062511,0.001827971,8.025513649,15828,3,1,2,6,7,0,0
DF56(6)_t09,1,1,1,340,369,12251393,12781247,2088,E,5.780431271,0.785708129,0.153336078,0.898562133,0.107727669,128.9555511,0.1221416,4.701926231,0.098520592,1,48.14213181,45,12516324,1.084106207,3863.545166,4.701926231,0.098520592,17.36366844,835.9240112,5.780431271,0.283806801,22.18062782,4.013120174,17.65012422,177.3974378,976.5967243,1.24074316,0.002253515,8.706557274,57948,1,1,2,1,2,0,0
DF56(6)_t09,1,1,1,342,388,12288700,12975030,2089,E,13.76225758,0.621310711,0.167106032,0.802992761,0.085384533,113.828949,0.082939245,4.227523327,0.086733356,1,94.05381012,76,12577675,1.097439289,3685.201904,4.227523327,0.086733356,14.03660011,1320.195679,13.76225758,0.816618621,53.60489655,11.99754715,-53.97262661,136.7899106,1927.502613,1.377251863,0.001850563,6.819699287,57948,11,2,3,4,5,0,0
DF56(6)_t09,1,1,1,343,353,12316274,12496953,127,E,18.63812065,0.512078464,0.334194303,0.68901962,0.315643013,101.8799973,0.374884099,3.595255136,0.326185763,1,55.21319962,50,12364466,1.077446103,5130.006348,3.467292547,0.314105213,9.442149162,521.3312378,18.63812065,5.44412899,46.78019714,15.56471157,80.53767779,-116.5650512,1097.918873,1.093976498,0.002021338,10.36947441,5278,16,2,3,1,2,0,0
DF56(6)_t09,1,1,1,344,351,12372362,12468782,2090,E,139.7987976,0.468919456,0.297710419,0.399332494,0.407229811,58.11701965,0.385883421,2.076987982,0.400959194,1,105.8406067,94,12227904,1.254331589,3751.309814,2.076987982,0.400959194,3.388112545,358.599884,139.7987976,293.1372986,249.9104919,231.7269135,104.620874,-117.7585406,1085.017399,1.311656237,0.002058859,7.723417759,8,3,3,4,7,8,0,0
DF56(6)_t09,1,1,1,344,356,12372362,12601169,2091,E,13.00072384,0.495098054,0.126755476,0.414705843,0.097593583,60.29999924,0.091325603,2.137607813,0.098170578,1,22.72792053,20,12480744,1.081056952,3741.401123,2.137607813,0.098170578,3.588772297,81.56533051,13.00072384,3.009191036,50.66450119,44.3514328,23.96248897,-153.4349488,177.4038892,1.315670013,0.001946261,7.28174448,21092,8,4,5,7,8,0,0
DF56(6)_t09,1,1,1,345,394,12372724,13071092,2092,E,13.49335766,0.570196152,0.164121881,0.820833325,0.081969298,116.2624969,0.080229744,4.372460842,0.081722647,1,98.46802521,80,12794161,1.101732612,3680.746094,4.372460842,0.081722647,15.01556683,1478.553223,13.49335766,0.74512887,52.46183395,10.97618961,-43.31531568,123.3106308,2150.182396,1.324759722,0.002121546,7.808870792,99940,15,3,4,4,5,0,0
DF56(6)_t09,1,1,1,346,358,12374834,12615676,128,E,54.57106018,0.354248405,0.184221178,0.205228761,0.210913628,31.2857151,0.190750659,1.041568518,0.245836303,1,20.82842636,21,12495255,1.036252975,4143.932129,1.011705875,0.21947141,0.803893268,16.74383163,54.57106018,69.38417053,207.2755432,810.0269165,5.710593137,180,160.7337361,1.102407217,0.001477322,6.121920586,5278,12,2,3,1,2,0,0
DF56(6)_t09,1,1,1,347,368,12435339,12748486,2093,E,30.82175446,0.475731343,0.199641645,0.478817105,0.225725114,69.08197021,0.215831414,2.511134863,0.210769311,1,68.6984787,61,12495579,1.129243374,4298.195801,2.489117622,0.202795178,4.866096497,334.2934265,30.82175446,6.493944168,112.9422379,72.9164505,82.1466867,-130.0302593,805.7384358,1.133963108,0.001542338,6.629270554,15828,5,2,3,7,8,0,0
DF56(6)_t09,1,1,1,347,370,12435339,12784501,2094,E,10.95353985,0.621906698,0.257519364,0.786680162,0.124573022,111.603447,0.12167009,4.087309361,0.103618219,1,69.42640686,58,12664110,1.100897551,4259.944336,4.087309361,0.103618219,13.12093925,910.9396973,10.95353985,0.701246619,42.33014297,10.13525677,-54.86580694,109.025606,1279.031073,1.125618935,0.00159368,6.78898716,36904,12,2,3,7,8,0,0
DF56(6)_t09,1,1,1,348,352,12444861,12468971,2095,E,65535,0.295570135,0.262073785,0.119535238,1.024689794,19.48148155,0.866723895,0.644691408,1.014667869,0,26.82842636,27,12468958,1.028823256,3711.490967,0.538149059,1.024401188,0.227454767,6.102253437,65535,65535,943.6047974,13033.01563,81.25383774,-90,45.17240637,1.322428703,0.001822103,6.762718678,5328,8,3,4,4,5,0,0
DF56(6)_t09,1,1,1,348,374,12444861,12842238,2096,E,63.43607712,0.366714448,0.226220161,0.276327133,0.26085633,41.09756088,0.240988851,1.448541403,0.233861864,1,44.14213562,41,12601394,1.290507197,3701.435303,1.448541403,0.233861864,1.647979021,72.74531555,63.43607712,43.54341125,214.2849426,408.4978638,-45,-168.6900675,303.7538177,1.323807955,0.001748493,6.471932888,56,18,3,4,4,5,0,0
DF56(6)_t09,1,1,1,349,354,12446381,12542700,2098,E,79.3210144,0.288671017,0.527586341,0.250762552,0.652721882,37.61111069,0.600448668,1.347538233,0.657544076,1,20.31370735,18,12482499,1.081189513,3873.115479,1.266691208,0.662541866,1.260176539,25.59885788,79.3210144,268.6233215,128.9578552,321.4891052,-66.80140949,116.5650512,74.51980974,1.129182696,0.001540341,5.965918064,0,3,3,4,2,3,0,0
DF56(6)_t09,1,1,1,349,363,12446381,12687236,2097,E,6.483668804,0.512231588,0.279490739,0.689822674,0.227508739,100.1428604,0.259692162,3.458954334,0.244645521,1,26.21319962,21,12566810,1.048527956,3872.23877,3.458954334,0.244645521,9.396790504,246.3199463,6.483668804,0.69272244,22.31672668,7.461065292,41.9872125,-149.0362435,300.3300977,1.128298044,0.001605811,6.218081951,20443,2,2,3,2,3,0,0
DF56(6)_t09,1,1,1,350,419,12460482,13375571,129,E,51.27845764,0.552212238,0.255226672,0.729336381,0.236933723,103.6538467,0.230199516,3.635337353,0.222608507,1,178.1959686,156,13387691,1.392113566,4842.632324,3.635337353,0.222608507,10.37956905,1849.597412,51.27845764,25.06118393,137.3436279,41.56991196,-17.98733465,89.26547897,3148.563293,1.111389399,0.002020566,9.784859657,5278,19,1,2,8,9,0,0
DF56(6)_t09,1,1,1,351,357,12468782,12613318,2099,E,8.914650917,0.790849686,0.222736076,0.744741499,0.327487916,109.272728,0.350857645,3.958182573,0.31662631,1,36.97055817,33,12565134,1.081769109,3721.111816,3.794000864,0.314793736,11.30536842,417.9657898,8.914650917,1.441083312,26.16141701,7.26986599,63.43494882,-107.102729,533.7898558,1.306020975,0.002238897,8.331185341,10546,13,4,5,7,8,0,0
DF56(6)_t09,1,1,1,351,366,12721626,12468782,134,E,72.59822083,0.428981423,0.368428856,0.33189863,0.559506238,48.75609589,0.525974751,1.723252296,0.583240747,1,47.87005615,41,12516930,1.102575302,3727.078613,1.651862741,0.548779607,2.143077135,102.5892258,72.59822083,66.53627777,178.6965332,261.9559021,-81.02737339,133.363423,356.5756942,1.317301989,0.002051682,7.646780014,5278,9,4,5,7,8,0,0
DF56(6)_t09,1,1,1,352,372,12468971,12818186,2100,E,12.89832401,0.471634001,0.141915336,0.49424839,0.141267881,71.16666412,0.135185197,2.626051903,0.14533031,1,32.72792053,30,12637554,1.122558355,3695.879883,2.626051903,0.14533031,5.416222572,177.2617035,12.89832401,2.189407825,48.3405838,28.03917885,-19.65382406,-172.4053566,341.8028167,1.32149744,0.002051095,7.580600739,42176,20,3,4,4,5,0,0
DF56(6)_t09,1,1,1,353,401,12496953,13135166,2101,E,6.984416008,0.843572974,0.249447048,0.883877993,0.205436528,162.777771,0.33721137,4.920639038,0.208222032,1,58.38477325,54,12810033,1.069885373,5115.79248,4.880676746,0.213266477,18.70897293,1092.319092,6.984416008,0.480919778,24.96546364,4.192176342,-24.77514057,177.614056,1307.516078,1.085416555,0.002075074,10.61564541,15828,17,2,3,1,2,0,0
DF56(6)_t09,1,1,1,354,378,12542700,12879861,2103,E,344.2792053,0.393115491,0.43368721,0.414989173,0.56353569,60.28888702,0.5350793,1.768636227,0.517848194,1,45.24264145,45,12614935,1.424302936,3854.132568,1.723155499,0.529038668,2.33205533,105.5083466,344.2792053,5811.791504,155.2026367,209.0788879,-70.55996517,-174.2894069,335.3434558,1.127484798,0.001503458,5.794526577,0,14,3,4,2,3,0,0
DF56(6)_t09,1,1,1,354,389,12542700,13000324,2102,E,55.31818008,0.422277808,0.434002906,0.476011723,0.476325065,69.46808624,0.480327368,2.243621111,0.518390357,1,54.28427124,47,12819679,1.15004921,3849.05542,2.036426067,0.427711397,3.25707078,176.8077087,55.31818008,43.45855331,133.3327332,128.6054993,29.475889,-141.3401917,365.4756414,1.128117323,0.00155093,5.969614506,5278,17,3,4,2,3,0,0
DF56(6)_t09,1,1,1,355,379,12555385,12880485,2105,E,185.0348206,0.370816261,0.423814476,0.276060194,0.672377229,41.069767,0.623869121,1.362462282,0.687051475,1,49.8700676,43,12639661,1.148640871,4087.416748,1.282563329,0.656542838,1.291955471,64.42990875,185.0348206,487.1170349,308.8036194,750.9046631,-67.61986495,141.7098368,225.353217,1.094965816,0.00164086,6.706876755,0,6,2,3,1,2,0,0
DF56(6)_t09,1,1,1,355,405,12555385,13253784,2104,E,41.96969986,0.497549057,0.225989968,0.47772333,0.276616037,68.91666412,0.264779359,2.47924304,0.278989613,1,81.76954651,72,12976843,1.188566208,4067.656738,2.415248394,0.261554122,4.581561089,374.6321716,41.96969986,10.06920624,142.7802429,97.90490723,-18.92464442,136.27303,829.9286993,1.094931602,0.001657088,6.740464687,21100,3,2,3,1,2,0,0
DF56(6)_t09,1,1,1,356,361,12673403,12601169,132,E,53.99310303,0.41362229,0.268301457,0.254901975,0.438513994,38.15789413,0.405079395,1.325304389,0.48083654,1,20.48528099,19,12613202,1.079669118,3730.964111,1.260152578,0.465828478,1.247200131,25.54924583,53.99310303,97.61302948,131.400116,330.9859009,-82.87498365,119.0546041,169.0041328,1.319467068,0.001871602,6.982878208,5278,7,4,5,7,8,0,0
DF56(6)_t09,1,1,1,356,502,12601169,14648345,2106,E,64.76218414,0.521362245,0.222660452,0.545740247,0.187759012,78.29824829,0.181381598,2.840293407,0.180358261,1,190.7106934,171,13624765,1.097489476,3643.53833,2.804640532,0.156899467,6.177948475,1178.200806,64.76218414,9.375556946,246.956665,125.5816956,17.00794696,-172.3595932,2555.371464,1.321478128,0.0021056,7.671832561,31630,8,4,5,7,8,0,0
DF56(6)_t09,1,1,1,357,399,12613318,13107052,2107,E,3.732879162,0.990756273,0.037640039,1,0,185.5238037,0.042110801,5.600002289,4.30908E-07,1,45.97056961,42,12854161,1.076089621,3694.135498,5.600002289,4.30908E-07,24.63010597,1132.26001,3.732879162,0.119033098,14.9315052,1.904527068,8.53076561,-156.8014095,1291.509972,1.305120587,0.002271051,8.389568329,327396,4,4,5,7,8,0,0
DF56(6)_t09,1,1,1,358,360,12651842,12615676,131,E,45.47246933,0.378192246,0.176079586,0.309995204,0.115561083,45.75609589,0.108152539,1.567183375,0.099927001,1,42.89949417,41,12603654,1.069483638,4144.007813,1.567183375,0.099927008,1.92898798,82.75260925,45.47246933,19.86269569,177.9150238,289.7563782,92.86240523,-101.3099325,420.8933358,1.105232358,0.001487317,6.163455009,5278,19,2,3,1,2,0,0
DF56(6)_t09,1,1,1,358,421,12615676,13398358,2108,E,53.30812454,0.434224606,0.192182675,0.415533543,0.161698252,60.36363602,0.153274104,2.145918131,0.129288971,1,91.32589722,77,13049166,1.130239844,4095.135986,2.145918131,0.129288971,3.616730928,330.3012085,53.30812454,12.92944813,202.0076141,175.4694061,-31.42956561,138.1221305,911.7616439,1.101714134,0.001605237,6.573662281,15828,10,2,3,1,2,0,0
DF56(6)_t09,1,1,1,359,363,12627041,12687236,130,E,85.50499725,0.297058821,0.934276819,0.396078438,0.826599181,59.6875,0.828073859,2.170857906,0.811294198,1,17.07106781,16,12687244,1.079669118,3868.060059,1.499034762,0.744944334,1.764872193,30.12825203,85.50499725,596.9624634,77.38154602,137.7444153,-54.46232221,90,135.9570421,1.127860785,0.001510006,5.840792656,5278,20,3,4,2,3,0,0
DF56(6)_t09,1,1,1,362,388,12686013,12975030,2109,E,184.6300812,0.373490214,0.329076439,0.246588245,0.87215203,37.04000092,0.802267551,1.343121648,0.857088745,1,27.72792053,25,12830525,1.081769228,3666.118652,1.122387052,0.80035001,0.98940748,27.43421173,184.6300812,972.6646118,224.1981812,711.8800049,33.69006753,180,97.22674864,1.373889208,0.00159793,5.85819912,10554,19,2,3,4,5,0,0
DF56(6)_t09,1,1,1,362,448,12686013,13866043,2110,E,310.3632202,0.424403995,0.260633528,0.369727761,0.436395466,54.00719452,0.411754012,1.951744914,0.447326034,1,157.0538177,139,13071289,1.204547763,3636.593506,1.882733464,0.396055579,2.783989429,437.2361755,310.3632202,918.4017334,451.3057861,509.276001,-64.79887635,164.0546041,1390.840972,1.369112015,0.001640035,5.964139938,0,19,2,3,4,5,0,0
DF56(6)_t09,1,1,1,363,389,12687236,13000324,2111,E,2.381139994,0.907915652,0.145103529,1,0,191.9259186,0.140804857,5.444850922,0.026654884,1,27.65685272,27,12843782,1.051355839,3852.14209,5.444850922,0.026654884,23.28422928,643.9685059,2.381139994,0.080741428,9.502346992,1.282091141,0,162.897271,584.8955603,1.12723279,0.001617322,6.230154514,30969,14,3,4,2,3,0,0
DF56(6)_t09,1,1,1,364,365,12700486,12700448,133,E,19.07169342,0.652991354,0.43331328,0.67008549,0.47911787,101.2820511,0.504485667,3.652599573,0.471283019,1,39.65685272,39,12712509,1.043601394,4377.80957,3.547334433,0.480540901,9.883122444,391.9335327,19.07169342,8.144446373,32.10066605,10.20398426,90,-86.9872125,1207.314057,1.179121256,0.001803855,7.896933556,5278,18,1,2,6,7,0,0
DF56(6)_t09,1,1,1,364,493,12700448,14542781,2112,E,18.42767906,0.711960793,0.206883192,0.972205818,0.050590225,152.6000061,0.140884161,5.242022038,0.07341598,1,195.0365906,160,13639687,1.089300871,4279.748047,5.242022038,0.07341598,21.58179474,4209.239746,18.42767906,0.701477647,72.29670715,10.52399921,-25.37774386,143.252529,5061.974323,1.179244161,0.001867,7.990289211,26370,15,1,2,6,7,0,0
DF56(6)_t09,1,1,1,367,398,12723725,13097008,2113,E,5.281591892,0.74313724,0.265549034,0.841789186,0.167474434,124.65625,0.214177504,4.511054039,0.166263923,1,38.87005997,32,12904346,1.06905365,3970.647949,4.511054039,0.166263923,15.98254585,621.2424927,5.281591892,0.31133911,19.45625496,3.824398994,-30.96375653,147.9946168,755.3226497,1.093977928,0.001737201,6.897814751,36904,9,2,3,1,2,0,0
DF56(6)_t09,1,1,1,368,373,12820738,12748486,136,E,6.391833305,0.456582636,0.192429543,0.303641468,0.277184993,44.8571434,0.257876575,1.636470675,0.242470235,1,6,7,12784612,1,4292.834473,1.636470556,0.24247025,2.103324652,12.61994743,6.391833305,3.191720963,22.8210125,34.08620071,0,180,92.25071228,1.142573237,0.001499311,6.436292648,5278,3,2,3,7,8,0,0
DF56(6)_t09,1,1,1,368,380,12893008,12748486,138,E,82.80273438,0.336862743,0.418170214,0.270588249,0.462192208,40.29999924,0.428739935,1.352235436,0.443619996,1,23.55634689,20,12808706,1.08889246,4295.622559,1.31605792,0.450951099,1.360316277,32.04408264,82.80273438,348.8834229,138.5345306,319.9396057,60.9453959,-131.1859252,225.1548655,1.144050598,0.001418081,6.091538906,5278,11,2,3,7,8,0,0
DF56(6)_t09,1,1,1,369,375,12781247,12853444,2115,E,13.5314455,0.593977571,0.197372913,0.653711498,0.182906672,93.25,0.178196296,3.520245314,0.180184081,1,61.6274147,56,12769178,1.113889933,3848.852783,3.450994968,0.153487921,9.35359478,576.4378662,13.5314455,1.302523613,52.70907211,17.70340157,-92.29061004,104.0362435,983.1078291,1.247781277,0.002234005,8.598355293,21100,8,1,2,1,2,0,0
DF56(6)_t09,1,1,1,369,403,12781247,13202770,2114,E,6.278394699,0.961582005,0.095004939,0.961382568,0.097153448,168.4237213,0.191527024,5.3476367,0.104144283,1,70.42639923,59,13094363,1.108836532,3813.330078,5.334117413,0.10661637,22.34678268,1573.803467,6.278394699,0.250741094,25.212183,3.544421196,42.70938996,-109.093492,1900.069733,1.240268946,0.002284556,8.711767197,84208,12,1,2,1,2,0,0
DF56(6)_t09,1,1,1,370,420,12784501,13386485,2116,E,20.58872223,0.555924237,0.116644256,0.785419822,0.060956862,111.384613,0.059258442,4.12644577,0.063749664,1,136.7106628,117,13157745,1.082281828,4182.561035,4.12644577,0.063749664,13.37341118,1828.287964,20.58872223,1.234385371,81.78057861,19.21135139,-61.87626462,108.1380822,2674.589362,1.121647596,0.001634768,6.837517738,57948,15,2,3,7,8,0,0
DF56(6)_t09,1,1,1,371,379,12796176,12880485,135,E,25.00343704,0.365931392,0.215357006,0.268627435,0.171907768,40.125,0.157062083,1.391936183,0.123077095,1,17.89949417,16,12844351,1.081347942,4063.896484,1.391936183,0.123077095,1.521698117,27.23762703,25.00343704,14.11880398,94.10273743,194.2779694,60.2551187,-110.5560452,235.0034505,1.096371889,0.001647658,6.695912361,5278,10,2,3,10,11,0,0
DF56(6)_t09,1,1,1,372,374,12818186,12842238,2118,E,256.968689,0.362091541,0.419488668,0.212953076,0.77802062,32.36363602,0.706033349,1.164753556,0.764061153,1,32.82842636,33,12842254,1.023890495,3681.35498,1.055215955,0.802130818,0.874525666,28.70930099,256.968689,1545.292725,300.3084106,1078.809448,-82.40535663,90,125.9704734,1.322876692,0.001958292,7.20916605,0,20,3,4,4,5,0,0
DF56(6)_t09,1,1,1,372,394,12818186,13071092,2117,E,16.48748016,0.496281296,0.188674197,0.464638293,0.294561774,67.0689621,0.281206965,2.530791283,0.297091246,1,35.04162979,29,12974744,1.098813057,3669.154053,2.394538879,0.239617288,4.503329277,157.8040009,16.48748016,3.741055012,62.25017548,43.42669678,42.70938996,-118.6104597,347.1324363,1.321549177,0.002114829,7.759632111,47436,16,3,4,4,5,0,0
DF56(6)_t09,1,1,1,374,442,12842238,13781475,2119,E,65.14134979,0.455215722,0.223577052,0.452274501,0.308368653,65.44999695,0.29407379,2.369486094,0.299435884,1,112.2548218,100,13432297,1.28722775,3637.43335,2.369486094,0.299435884,4.409589767,494.9977112,65.14134979,20.82381058,203.6558075,145.0936737,1.169139328,125.9421119,1256.919189,1.321501136,0.001969929,7.165486813,5254,5,3,4,4,5,0,0
DF56(6)_t09,1,1,1,375,384,12853444,12925654,2120,E,39.70048904,0.432624161,0.178633183,0.381810606,0.179878265,55.70212936,0.170269012,1.952407241,0.191149548,1,54.28426743,47,12757085,1.279492497,3864.801758,1.939292431,0.188837886,2.95376873,160.3431702,39.70048904,13.0165472,147.0237427,156.3726807,-107.6501242,126.3843518,464.7376492,1.259823322,0.002108625,8.149418831,10554,7,1,2,1,2,0,0
DF56(6)_t09,1,1,1,375,397,13082231,12853444,144,E,16.81565475,0.458823532,0.162819967,0.391036451,0.166068614,56.95238113,0.157682642,2.01516366,0.151913524,1,24.14213371,21,12973860,1.099644065,3845.639404,2.015163422,0.151913524,3.189410448,76.99917603,16.81565475,4.953901291,60.55572891,59.64783096,-21.80140949,142.1250163,293.8621128,1.259548783,0.00216076,8.309503555,5278,5,1,2,1,2,0,0
DF56(6)_t09,1,1,1,376,484,12856062,14397435,137,E,46.0984993,0.656498611,0.308712393,0.759215772,0.333799094,114.8928604,0.373924017,3.958706141,0.360965699,1,163.0243835,140,13674885,1.273278236,3861.334717,3.958706141,0.360965699,12.30825329,2006.54541,46.0984993,10.05665398,105.9610214,27.0457859,-25.88702627,-153.4349488,3205.843767,1.103077173,0.001749584,6.755730629,5278,18,2,3,10,11,0,0
DF56(6)_t09,1,1,1,377,378,12879845,12879861,2121,E,9.325055122,0.540715098,0.589378595,0.541176438,0.52576822,87.11764526,0.655857623,2.850542307,0.537716806,1,16,17,12879853,1,3832.973877,2.503712416,0.50356257,4.923327923,78.77324677,9.325055122,3.263227701,25.99867439,16.58984375,90,-90,111.0164924,1.124783754,0.001516546,5.812880993,2579,16,3,4,2,3,0,0
DF56(6)_t09,1,1,1,377,430,12879845,13506021,2122,E,4.59548378,0.911061764,0.13558124,1,0,199.3773651,0.113661744,5.539244652,0.015474559,1,55.31370544,53,13192933,1.051355839,3804.539795,5.539244652,0.015474559,24.0985527,1332.980225,4.59548378,0.150077075,18.36249924,2.393815279,-8.746162263,171.2538377,1372.954837,1.123808146,0.001518244,5.776219845,31397,5,3,4,2,3,0,0
DF56(6)_t09,1,1,1,378,411,12879861,13301376,2123,E,43.05961609,0.439756602,0.418756872,0.505882382,0.396556288,73.44827271,0.401465416,2.444462299,0.370729804,1,67.35533142,58,13217054,1.18149066,3817.87793,2.3023386,0.297063977,4.163209438,280.4143372,43.05961609,19.88120079,129.4296265,97.66867065,31.26373169,-107.7446716,597.7107943,1.126738071,0.001571578,6.00009346,7835,6,3,4,2,3,0,0
